NMEA message,PGHP time stamp
"!BSVDM,1,1,,A,13@nii00160qqhfOq3qh:0Dj0@>e,0*31","$PGHP,1,2018,11,19,11,17,25,106,219,,2190047,1,*15"
"!BSVDM,1,1,,B,33@nii000w0qqi8Oq4BPF@Bp0000,0*18","$PGHP,1,2018,11,19,11,17,28,913,219,,2190047,1,*14"
"!BSVDM,1,1,,B,13@nii00170qqiJOq4c08PE60@Db,0*11","$PGHP,1,2018,11,19,11,17,35,262,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13@nii00140qqjBOq5NP:@GJ05I4,0*14","$PGHP,1,2018,11,19,11,17,45,308,219,,2190047,1,*1F"
"!BSVDM,2,1,9,A,53@nii01>psluPlb220<58thTpF1>222222222163h7536qg05B1C4jC,0*71!BSVDM,2,2,9,A,QkiD`8888888880,2*7B","$PGHP,1,2018,11,19,11,17,56,119,219,,2190047,1,*1F"
"!BSVDM,1,1,,B,13@nii0PA90qqk8Oq6AP4PCf0@Pr,0*61","$PGHP,1,2018,11,19,11,17,56,166,219,,2190047,1,*17"
"!BSVDM,1,1,,A,13@nii0PA>0qqkpOq74@H@>:05I8,0*22","$PGHP,1,2018,11,19,11,18,5,854,219,,2190047,1,*26"
"!BSVDM,1,1,,B,13@nii001:0qqkdOq7p=oP:N00SN,0*36","$PGHP,1,2018,11,19,11,18,15,666,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13@nii0PA?0qqkfOq8c@8@<h0<1U,0*51","$PGHP,1,2018,11,19,11,18,25,104,219,,2190048,1,*17"
"!BSVDM,1,1,,B,13@nii001?0qqkPOq9MPEh;40<1T,0*44","$PGHP,1,2018,11,19,11,18,35,260,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13@nii00190qqkHOq:@Ml@=J00S8,0*31","$PGHP,1,2018,11,19,11,18,45,322,219,,2190047,1,*18"
"!BSVDM,1,1,,B,13@nii0Oi@0qqk8Oq;4=T0?h0<1S,0*74","$PGHP,1,2018,11,19,11,18,56,164,219,,2190048,1,*15"
"!BSVDM,1,1,,A,13@nii00120qqkHOq;o=fP><00Rg,0*55","$PGHP,1,2018,11,19,11,19,5,851,219,,2190048,1,*2D"
"!BSVDM,1,1,,B,13@nii001=0qqkTOq<b=p@>P0L1T,0*09","$PGHP,1,2018,11,19,11,19,16,194,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13@nii0Oi;0qqkbOq=LhJP>j08>e,0*3D","$PGHP,1,2018,11,19,11,19,25,102,219,,2190047,1,*1F"
"!BSVDM,1,1,,B,13@nii0Ohv0qqkROq>>h5P?608Db,0*6C","$PGHP,1,2018,11,19,11,19,35,257,219,,2190048,1,*12"
"!BSVDM,1,1,,A,13@nii0PA60qqkLOq?0hI0?J0<1T,0*2F","$PGHP,1,2018,11,19,11,19,45,257,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,13@nii001>0qqkBOq?juQP5h08Pr,0*6E","$PGHP,1,2018,11,19,11,19,56,161,219,,2190048,1,*11"
"!BSVDM,1,1,,A,13@nii0Oi<0qqjPOq@T@4h8:0D1T,0*16","$PGHP,1,2018,11,19,11,20,5,131,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13@nii0PA20qqitOqAEMb@4P0H9O,0*11","$PGHP,1,2018,11,19,11,20,16,192,219,,2190048,1,*13"
"!BSVDM,1,1,,A,13@nii0Oi60qqhfOqB5h1P6h05I@,0*1F","$PGHP,1,2018,11,19,11,20,25,99,219,,2190048,1,*29"
"!BSVDM,1,1,,B,13@nii0Oi;0qqh8OqBo=DhA605I@,0*24","$PGHP,1,2018,11,19,11,20,35,255,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13@nii0Oi20qqghOqCWurhCH08JQ,0*55","$PGHP,1,2018,11,19,11,20,45,255,219,,2190048,1,*1D"
"!BSVDM,1,1,,B,13@nii001?0qqgnOqDI0=0Ef05I@,0*06","$PGHP,1,2018,11,19,11,20,56,175,219,,2190047,1,*11"
"!BSVDM,1,1,,A,13@nii00120qqhLOqE:hg0D80@30,0*75","$PGHP,1,2018,11,19,11,21,5,129,219,,2190047,1,*2F"
"!BSVDM,1,1,,B,13@nii00120qqi8OqEuP<0BP0D1O,0*38","$PGHP,1,2018,11,19,11,21,16,190,219,,2190047,1,*1F"
"!BSVDM,1,1,,A,13@nii0PAC0qqiLOqFhM`@@j00S@,0*20","$PGHP,1,2018,11,19,11,21,25,97,219,,2190047,1,*29"
"!BSVDM,1,1,,B,13@nii0Oi:0qqihOqGRhG0E600SF,0*5F","$PGHP,1,2018,11,19,11,21,35,253,219,,2190051,1,*15"
"!BSVDM,1,1,,A,13@nii0PA50qqj@OqHDPD@AJ05ID,0*78","$PGHP,1,2018,11,19,11,21,45,252,219,,2190047,1,*14"
"!BSVDM,1,1,,B,13@nii001=0qqjROqI7>00Ch00RQ,0*42","$PGHP,1,2018,11,19,11,21,56,172,219,,2190047,1,*17"
"!BSVDM,1,1,,A,13@nii00130qqjbOqIq0?0@:0<1K,0*1C","$PGHP,1,2018,11,19,11,22,5,127,219,,2190047,1,*22"
"!BSVDM,1,1,,B,13@nii001>0qqjdOqJbeU0<P0@9O,0*5D","$PGHP,1,2018,11,19,11,22,16,187,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13@nii00150qqjhOqKKPWh:j0D1K,0*2A","$PGHP,1,2018,11,19,11,22,25,266,219,,2190047,1,*16"
"!BSVDM,1,1,,B,13@nii00110qqjHOqL=P<h=60@Dn,0*18","$PGHP,1,2018,11,19,11,22,35,578,219,,2190048,1,*10"
"!BSVDM,1,1,,A,13@nii001>0qqj@OqM1@J@=J00S<,0*16","$PGHP,1,2018,11,19,11,22,45,266,219,,2190048,1,*1F"
"!BSVDM,1,1,,B,13@nii00160qqj>OqMk=qh=d0<1M,0*66","$PGHP,1,2018,11,19,11,22,55,78,219,,2190047,1,*2C"
"!BSVDM,1,1,,A,13@nii0Oi30qqj2OqN`@4P@80830,0*19","$PGHP,1,2018,11,19,11,23,5,125,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13@nii0P@v0qqjFOqOIPJ0>N0<1M,0*48","$PGHP,1,2018,11,19,11,23,16,201,219,,2190047,1,*16"
"!BSVDM,1,1,,A,13@nii0PA50qqirOqP<0D@4h0@>k,0*33","$PGHP,1,2018,11,19,11,23,25,264,219,,2190048,1,*1A"
"!BSVDM,1,1,,B,13@nii0Oi80qqi8OqPteth560<1L,0*4E","$PGHP,1,2018,11,19,11,23,35,576,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13@nii0Oi;0qqh8OqQdub@=J0HJS,0*14","$PGHP,1,2018,11,19,11,23,45,310,219,,2190047,1,*11"
"!BSVDM,2,1,4,B,53@nii01>psluPlb220<58thTpF1>222222222163h7536qg05B1C4jC,0*7F!BSVDM,2,2,4,B,QkiD`8888888880,2*75","$PGHP,1,2018,11,19,11,23,53,797,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,13@nii0Oi10qqgVOqRN=S@Af08PA,0*04","$PGHP,1,2018,11,19,11,23,55,76,219,,2190047,1,*23"
"!BSVDM,1,1,,A,13@nii001B0qqgbOqS@ew0>:05IP,0*42","$PGHP,1,2018,11,19,11,24,5,122,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13@nii0OiC0qqgLOqT3=iP@P089O,0*6D","$PGHP,1,2018,11,19,11,24,16,198,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13@nii0PA00qqgJOqTjeb@>j0<1M,0*7C","$PGHP,1,2018,11,19,11,24,25,262,219,,2190047,1,*14"
"!BSVDM,1,1,,B,13@nii00170qqgNOqUS@OP?608Dn,0*43","$PGHP,1,2018,11,19,11,24,35,589,219,,2190048,1,*18"
"!BSVDM,1,1,,A,13@nii0PA70qqg>OqVD@00?J0D1M,0*7D","$PGHP,1,2018,11,19,11,24,45,308,219,,2190048,1,*10"
"!BSVDM,1,1,,B,13@nii00190qqgPOqW3h>@;f05IP,0*12","$PGHP,1,2018,11,19,11,24,55,74,219,,2190047,1,*26"
"!BSVDM,1,1,,A,13@nii0OiH0qqfVOqWn@Ch8:00SJ,0*3A","$PGHP,1,2018,11,19,11,25,5,120,219,,2190047,1,*22"
"!BSVDM,1,1,,B,13@nii001;0qqf:Oq`VuV08P05IT,0*1D","$PGHP,1,2018,11,19,11,25,16,196,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,13@nii00110qqetOqaH@9h:j08>k,0*39","$PGHP,1,2018,11,19,11,25,25,260,219,,2190048,1,*18"
"!BSVDM,1,1,,B,13@nii0Oi00qqe0Oqb9Mn@=605IT,0*46","$PGHP,1,2018,11,19,11,25,35,587,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13@nii0PA30qqdbOqbpukh?J0@JS,0*71","$PGHP,1,2018,11,19,11,25,45,306,219,,2190047,1,*10"
"!BSVDM,1,1,,B,13@nii00190qqdFOqc`ueP7d00S0,0*47","$PGHP,1,2018,11,19,11,25,55,71,219,,2190047,1,*22"
"!BSVDM,1,1,,A,13@nii00120qqcfOqdIP=0::0H3@,0*60","$PGHP,1,2018,11,19,11,26,5,554,219,,2190048,1,*29"
"!BSVDM,1,1,,B,13@nii00190qqcHOqe:@Ch<P00Rd,0*53","$PGHP,1,2018,11,19,11,26,16,194,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13@nii0PA;0qqc4Oqesh60:j05I`,0*54","$PGHP,1,2018,11,19,11,26,25,257,219,,2190047,1,*10"
"!BSVDM,1,1,,B,13@nii001B0qqbTOqfe@:h7600SA,0*59","$PGHP,1,2018,11,19,11,26,35,584,219,,2190051,1,*1F"
"!BSVDM,1,1,,A,13@nii00110qqanOqgLukh5J0<1M,0*40","$PGHP,1,2018,11,19,11,26,45,319,219,,2190048,1,*12"
"!BSVDM,1,1,,B,13@nii001<0qq`pOqh>Mq09f0@P7,0*11","$PGHP,1,2018,11,19,11,26,54,804,219,,2190048,1,*15"
"!BSVDM,1,1,,A,13@nii001?0qq`JOqi0P1@2:0D1L,0*40","$PGHP,1,2018,11,19,11,27,5,552,219,,2190048,1,*2E"
"!BSVDM,1,1,,B,13@nii000u0qqWROqihuiP6N0L1L,0*6A","$PGHP,1,2018,11,19,11,27,15,396,219,,2190047,1,*1E"
"!BSVDM,1,1,,A,13@nii001C0qqVVOqjSee@6j00S8,0*21","$PGHP,1,2018,11,19,11,27,25,255,219,,2190048,1,*1C"
"!BSVDM,1,1,,B,13@nii000n0qqUnOqkEe`P=60L1L,0*0A","$PGHP,1,2018,11,19,11,27,35,769,219,,2190048,1,*17"
"!BSVDM,1,1,,A,13@nii0PA:0qqUHOql6h6@7J08JS,0*33","$PGHP,1,2018,11,19,11,27,45,317,219,,2190048,1,*1D"
"!BSVDM,1,1,,B,13@nii00120qqTdOqlq@GP;d0<1K,0*4E","$PGHP,1,2018,11,19,11,27,54,801,219,,2190048,1,*11"
"!BSVDM,1,1,,A,13@nii0Oi:0qqTJOqmc=i0<:0@3@,0*40","$PGHP,1,2018,11,19,11,28,5,550,219,,2190048,1,*23"
"!BSVDM,1,1,,B,13@nii001I0qqTJOqnLP3P>N0H91,0*69","$PGHP,1,2018,11,19,11,28,15,394,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nii001;0qqT>Oqo?P@h<h0<1K,0*77","$PGHP,1,2018,11,19,11,28,25,206,219,,2190048,1,*15"
"!BSVDM,1,1,,B,13@nii00190qqTNOqp1=o0?60HDu,0*6F","$PGHP,1,2018,11,19,11,28,35,768,219,,2190047,1,*16"
"!BSVDM,1,1,,A,13@nii001<0qqTTOqpkerP;J05Ih,0*19","$PGHP,1,2018,11,19,11,28,45,315,219,,2190048,1,*10"
"!BSVDM,1,1,,B,33@nii0PA=0qqTDOqqUMuh1f0181,0*3B","$PGHP,1,2018,11,19,11,28,54,800,219,,2190047,1,*10"
"!BSVDM,1,1,,B,33@nii0Ohv0qqRvOqr@ul@0400tP,0*12","$PGHP,1,2018,11,19,11,29,2,491,219,,2190047,1,*26"
"!BSVDM,1,1,,A,33@nii0OiE0qqRrOqrEeqh2:011i,0*76","$PGHP,1,2018,11,19,11,29,5,564,219,,2190048,1,*25"
"!BSVDM,1,1,,B,33@nii0Oi@0qqR@Oqrg0704B0000,0*0C","$PGHP,1,2018,11,19,11,29,8,949,219,,2190047,1,*24"
"!BSVDM,1,1,,A,33@nii001=0qqQvOqs2emh4H00u@,0*5C","$PGHP,1,2018,11,19,11,29,12,568,219,,2190047,1,*10"
"!BSVDM,1,1,,B,13@nii0Oi20qqQvOqs7Mj@6N0D1M,0*4E","$PGHP,1,2018,11,19,11,29,15,392,219,,2190047,1,*14"
"!BSVDM,1,1,,A,33@nii0P@t0qqQjOqsPeCh6V0000,0*7D","$PGHP,1,2018,11,19,11,29,19,105,219,,2190047,1,*14"
"!BSVDM,1,1,,A,13@nii00140qqQ@Oqsq08h0j08>i,0*6E","$PGHP,1,2018,11,19,11,29,25,205,219,,2190047,1,*18"
"!BSVDM,1,1,,B,13@nii0OiB0qqP6OqtbL`K?60D1L,0*5D","$PGHP,1,2018,11,19,11,29,35,766,219,,2190048,1,*16"
"!BSVDM,1,1,,A,13@nii001:0qqN0OquK=J01J00Sq,0*48","$PGHP,1,2018,11,19,11,29,45,313,219,,2190047,1,*18"
"!BSVDM,1,1,,B,13@nii0Oi70qqLjOqv=MW09d05Il,0*05","$PGHP,1,2018,11,19,11,29,54,814,219,,2190047,1,*14"
"!BSVDM,2,1,0,A,53@nii01>psluPlb220<58thTpF1>222222222163h7536qg05B1C4jC,0*78!BSVDM,2,2,0,A,QkiD`8888888880,2*72","$PGHP,1,2018,11,19,11,29,56,717,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13@nii0Oi:0qqL:Oqvu=b@::083@,0*20","$PGHP,1,2018,11,19,11,30,5,562,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13@nii001;0qqKbOqwg=j0:N0@91,0*46","$PGHP,1,2018,11,19,11,30,15,390,219,,2190048,1,*11"
"!BSVDM,1,1,,A,13@nii001?0qqJtOr0P0:@>j05Ip,0*6C","$PGHP,1,2018,11,19,11,30,25,219,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,13@nii001:0qqJlOr1?eQ0=60@Du,0*70","$PGHP,1,2018,11,19,11,30,35,780,219,,2190047,1,*19"
"!BSVDM,1,1,,A,13@nii0Oi70qqJHOr20unP?L0D1L,0*0E","$PGHP,1,2018,11,19,11,30,46,575,219,,2190048,1,*1A"
"!BSVDM,1,1,,B,13@nii000v0qqJ8Or2i0Hh?d00SS,0*39","$PGHP,1,2018,11,19,11,30,54,812,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13@nii0PA80qqJ@Or3Q0HP<:05It,0*79","$PGHP,1,2018,11,19,11,31,5,561,219,,2190047,1,*26"
"!BSVDM,1,1,,B,13@nii001<0qqJHOr4A@@@<L0<1M,0*27","$PGHP,1,2018,11,19,11,31,15,404,219,,2190048,1,*1A"
"!BSVDM,1,1,,A,13@nii000t0qqJ@Or52h3@8j00S3,0*7E","$PGHP,1,2018,11,19,11,31,25,217,219,,2190048,1,*1D"
"!BSVDM,1,1,,B,13@nii001>0qqIjOr5lMj0780<1M,0*00","$PGHP,1,2018,11,19,11,31,35,778,219,,2190047,1,*1F"
"!BSVDM,1,1,,A,13@nii001@0qqIBOr6WewP7L0@KB,0*45","$PGHP,1,2018,11,19,11,31,46,574,219,,2190048,1,*1A"
"!BSVDM,1,1,,B,13@nii00110qqI@Or7IP4P7f0<1M,0*7F","$PGHP,1,2018,11,19,11,31,55,481,219,,2190048,1,*13"
"!BSVDM,1,1,,A,13@nii001:0qqHlOr8<P?h4:00Rk,0*05","$PGHP,1,2018,11,19,11,32,5,559,219,,2190047,1,*2E"
"!BSVDM,1,1,,B,13@nii00170qqHHOr8vMch2N0891,0*6F","$PGHP,1,2018,11,19,11,32,15,403,219,,2190047,1,*11"
"!BSVDM,1,1,,A,13@nii0Oi80qqG>Or9gM`04j0D1N,0*5F","$PGHP,1,2018,11,19,11,32,25,28,219,,2190048,1,*20"
"!BSVDM,1,1,,B,13@nii0Oi@0qqF@Or:QMU0;608Du,0*3A","$PGHP,1,2018,11,19,11,32,35,769,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13@nii00190qqEnOr;AucP9L0<1M,0*04","$PGHP,1,2018,11,19,11,32,46,564,219,,2190047,1,*17"
"!BSVDM,1,1,,B,13@nii0Oi>0qqEdOr<2Moh;f08PP,0*05","$PGHP,1,2018,11,19,11,32,55,472,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nii0PA70qqEjOr<k=n@680<1L,0*1C","$PGHP,1,2018,11,19,11,33,4,941,219,,2190047,1,*2B"
"!BSVDM,1,1,,B,13@nii00190qqEPOr=RuOP4N05J4,0*04","$PGHP,1,2018,11,19,11,33,15,409,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13@nii0PA:0qqE0Or>CM`P0h0@>b,0*04","$PGHP,1,2018,11,19,11,33,25,18,219,,2190047,1,*2D"
"!BSVDM,1,1,,B,13@nii00150qqCtOr?20PK?605J4,0*7A","$PGHP,1,2018,11,19,11,33,35,767,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nii0Oi<0qqC4Or?juWs=L08KB,0*37","$PGHP,1,2018,11,19,11,33,46,578,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,13@nii0PAE0qqB8Or@S=Is=f05J4,0*37","$PGHP,1,2018,11,19,11,33,55,485,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13@nii001M0qq@fOrABuVK::082q,0*64","$PGHP,1,2018,11,19,11,34,4,939,219,,2190047,1,*23"
"!BSVDM,1,1,,B,13@nii0Oi70qq?POrB2Mcs<N00Sr,0*2D","$PGHP,1,2018,11,19,11,34,15,407,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nii0PA:0qq>@OrBjdsK6j0<1L,0*22","$PGHP,1,2018,11,19,11,34,25,32,219,,2190047,1,*22"
"!BSVDM,1,1,,B,13@nii0Oi90qq<VOrCSMSK9600S8,0*79","$PGHP,1,2018,11,19,11,34,35,765,219,,2190047,1,*16"
"!BSVDM,1,1,,A,13@nii00140qq;:OrDC=b;=L05J8,0*7F","$PGHP,1,2018,11,19,11,34,46,576,219,,2190048,1,*1D"
"!BSVDM,1,1,,B,13@nii00160qq9pOrE3P4s?f00Rk,0*52","$PGHP,1,2018,11,19,11,34,55,483,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,13@nii0OiD0qq8rOrEluw02805J<,0*64","$PGHP,1,2018,11,19,11,35,4,953,219,,2190047,1,*2E"
"!BSVDM,1,1,,B,13@nii00130qq88OrFTeOK>P0@9i,0*22","$PGHP,1,2018,11,19,11,35,16,684,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13@nii0Oi?0qq78OrGE>000h08>b,0*08","$PGHP,1,2018,11,19,11,35,25,30,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13@nii0PA>0qq6TOrH6Pps?60HDs,0*0B","$PGHP,1,2018,11,19,11,35,35,716,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nii0PA00qq5pOrHn@2;=L00S7,0*30","$PGHP,1,2018,11,19,11,35,46,573,219,,2190047,1,*16"
"!BSVDM,2,1,7,B,53@nii01>psluPlb220<58thTpF1>222222222163h7536qg05B1C4jC,0*7C!BSVDM,2,2,7,B,QkiD`8888888880,2*76","$PGHP,1,2018,11,19,11,35,53,250,219,,2190047,1,*14"
"!BSVDM,1,1,,B,13@nii0OiB0qq4tOrIV=Ws;d0<1K,0*26","$PGHP,1,2018,11,19,11,35,54,873,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13@nii00170qq3hOrJG=UK:800Sf,0*5A","$PGHP,1,2018,11,19,11,36,4,950,219,,2190048,1,*21"
"!BSVDM,1,1,,B,13@nii001;0qq2LOrK7P?;<P0<1I,0*59","$PGHP,1,2018,11,19,11,36,16,681,219,,2190048,1,*11"
"!BSVDM,1,1,,A,13@nii0PAC0qq1ROrKpuns>j05J@,0*17","$PGHP,1,2018,11,19,11,36,25,27,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13@nii0PA50qq0POrLWeNs=80D1J,0*20","$PGHP,1,2018,11,19,11,36,35,713,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13@nii0Oi?0qpwPOrMG=gc=L0@K?,0*57","$PGHP,1,2018,11,19,11,36,46,493,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,13@nii00180qpvVOrN7PJ;?f08P9,0*55","$PGHP,1,2018,11,19,11,36,54,870,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13@nii0Oi=0qpulOrNpN3P0<0D1J,0*3D","$PGHP,1,2018,11,19,11,37,5,899,219,,2190048,1,*25"
"!BSVDM,1,1,,B,13@nii0Ohv0qpu:OrOa=jh4P089i,0*1F","$PGHP,1,2018,11,19,11,37,16,679,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13@nii0PA20qptlOrPH@PP0j00SW,0*12","$PGHP,1,2018,11,19,11,37,25,25,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13@nii001:0qpt4OrQ9@70360@Ds,0*3A","$PGHP,1,2018,11,19,11,37,35,727,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nii0Oi@0qpt2OrQqh<h7L0<1K,0*1E","$PGHP,1,2018,11,19,11,37,46,491,219,,2190047,1,*19"
"!BSVDM,1,1,,B,13@nii00130qpspOrRcP;@7d05JD,0*5F","$PGHP,1,2018,11,19,11,37,54,868,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13@nii0P@s0qpt2OrSMewh2:0@3M,0*68","$PGHP,1,2018,11,19,11,38,5,897,219,,2190047,1,*2B"
"!BSVDM,1,1,,B,13@nii00160qpsjOrT?uv00P05JH,0*3D","$PGHP,1,2018,11,19,11,38,16,677,219,,2190047,1,*19"
"!BSVDM,1,1,,A,13@nii0PA30qpsHOrU1ubc<j0H?7,0*00","$PGHP,1,2018,11,19,11,38,25,803,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,13@nii001:0qprTOrUkunc960<1K,0*0E","$PGHP,1,2018,11,19,11,38,35,724,219,,2190047,1,*1F"
"!BSVDM,1,1,,A,13@nii00190qpqJOrVUf1K;L08K?,0*38","$PGHP,1,2018,11,19,11,38,46,488,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,13@nii0P@w0qppPOrWG@7s7f00SM,0*30","$PGHP,1,2018,11,19,11,38,54,865,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13@nii00150qpnhOr`7ui;2<0<1K,0*15","$PGHP,1,2018,11,19,11,39,5,910,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13@nii00140qplfOr`pep;2R00RS,0*4C","$PGHP,1,2018,11,19,11,39,16,674,219,,2190048,1,*14"
"!BSVDM,1,1,,A,13@nii0Oi80qpjpOra`uNs2l0D1L,0*35","$PGHP,1,2018,11,19,11,39,25,800,219,,2190048,1,*19"
"!BSVDM,1,1,,B,13@nii0PA=0qphlOrbJ@4K3608Ds,0*29","$PGHP,1,2018,11,19,11,39,35,722,219,,2190048,1,*17"
"!BSVDM,1,1,,A,13@nii0PA<0qpfvOrc;0<c1L05JL,0*5B","$PGHP,1,2018,11,19,11,39,46,502,219,,2190048,1,*13"
"!BSVDM,1,1,,B,13@nii0Oi30qpe6OrcsMR;5f0D1L,0*04","$PGHP,1,2018,11,19,11,39,55,378,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13@nii0PA40qpbpOrdcM`;2:083M,0*77","$PGHP,1,2018,11,19,11,40,5,908,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,13@nii0PA<0qp`dOreK0O;2N0<1N,0*60","$PGHP,1,2018,11,19,11,40,15,643,219,,2190048,1,*1D"
"!BSVDM,1,1,,A,13@nii00150qpVfOrf;=wc2j0@?7,0*7F","$PGHP,1,2018,11,19,11,40,25,798,219,,2190048,1,*19"
"!BSVDM,1,1,,B,13@nii0Oi70qpT6Orfs=Ns5605JP,0*56","$PGHP,1,2018,11,19,11,40,35,720,219,,2190048,1,*1B"
"!BSVDM,1,1,,A,13@nii001:0qpR4Orgc=ts9L00S>,0*54","$PGHP,1,2018,11,19,11,40,46,500,219,,2190047,1,*10"
"!BSVDM,1,1,,B,13@nii00180qpPLOrhJMbK7f0@PL,0*72","$PGHP,1,2018,11,19,11,40,55,376,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13@nii0Oi50qpNFOri9uBs::05JT,0*3B","$PGHP,1,2018,11,19,11,41,5,906,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,13@nii0Oi30qpLTOriqMFc<N089:,0*28","$PGHP,1,2018,11,19,11,41,15,641,219,,2190047,1,*11"
"!BSVDM,1,1,,A,13@nii0PA50qpK6Orjaeus:l0<1M,0*38","$PGHP,1,2018,11,19,11,41,25,796,219,,2190048,1,*16"
"!BSVDM,1,1,,B,13@nii0PA80qpIROrkI=lK7800Rg,0*1C","$PGHP,1,2018,11,19,11,41,35,718,219,,2190048,1,*11"
"!BSVDM,1,1,,A,13@nii00170qpGPOrl8=N;5L0<1M,0*1B","$PGHP,1,2018,11,19,11,41,46,607,219,,2190047,1,*15"
"!BSVDM,1,1,,B,13@nii0PA50qpE0Orlof2s3f0<1M,0*7C","$PGHP,1,2018,11,19,11,41,55,374,219,,2190047,1,*16"
"!BSVDM,2,1,2,A,53@nii01>psluPlb220<58thTpF1>222222222163h7536qg05B1C4jC,0*7A!BSVDM,2,2,2,A,QkiD`8888888880,2*70","$PGHP,1,2018,11,19,11,41,56,373,219,,2190048,1,*1D"
"!BSVDM,1,1,,A,13@nii00170qpBPOrmV=p;0<00RR,0*4A","$PGHP,1,2018,11,19,11,42,5,904,219,,2190048,1,*22"
"!BSVDM,1,1,,B,13@nii00120qp@4OrnDumK4N05J`,0*47","$PGHP,1,2018,11,19,11,42,15,639,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,13@nii0Oi;0qp=VOro3eF;8j08?7,0*4F","$PGHP,1,2018,11,19,11,42,25,794,219,,2190048,1,*17"
"!BSVDM,1,1,,B,13@nii0Oi80qp;LOrojedc;60<1J,0*58","$PGHP,1,2018,11,19,11,42,34,998,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,13@nii00120qp9NOrpPMws?L08KC,0*71","$PGHP,1,2018,11,19,11,42,46,589,219,,2190047,1,*13"
"!BSVDM,1,1,,B,13@nii0PA50qp8BOrq?ess?f08PL,0*14","$PGHP,1,2018,11,19,11,42,55,372,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nii00140qp6nOrqwuMK:80H2m,0*12","$PGHP,1,2018,11,19,11,43,4,841,219,,2190048,1,*22"
"!BSVDM,1,1,,B,13@nii00160qp56Orrf=hK6N00Sa,0*58","$PGHP,1,2018,11,19,11,43,15,637,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13@nii001:0qp2`OrsLejs6j05Jd,0*72","$PGHP,1,2018,11,19,11,43,25,808,219,,2190047,1,*13"
"!BSVDM,1,1,,B,13@nii000w0qp0TOrt;uW;7408DP,0*76","$PGHP,1,2018,11,19,11,43,34,996,219,,2190048,1,*1A"
"!BSVDM,1,1,,A,13@nii00100qovDOrtsN0;9L05Jd,0*2F","$PGHP,1,2018,11,19,11,43,46,603,219,,2190048,1,*1C"
"!BSVDM,1,1,,B,13@nii00140qotBOrub=u;9f05Jd,0*20","$PGHP,1,2018,11,19,11,43,55,370,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13@nii00130qorLOrvIM;c8:0D1G,0*16","$PGHP,1,2018,11,19,11,44,4,839,219,,2190047,1,*25"
